X,Y,index,index_target,acres,shape_area,label,shape_leng,nbrdesc,color_2,nonres_status
-76.6572971584699,39.2598432540984,11889,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6563022622951,39.2598432540984,11890,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6553073661202,39.2598432540984,11891,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6543124699454,39.2598432540984,11892,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6533175737705,39.2598432540984,11893,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6523226775956,39.2598432540984,11894,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6513277814208,39.2598432540984,11895,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6503328852459,39.2598432540984,11896,1,350.775606673,15279785.4267,Lakeland,15962.7856109,LAKELAND,2,0
-76.649337989071,39.2598432540984,11897,1,350.775606673,15279785.4267,Lakeland,15962.7856109,LAKELAND,2,0
-76.6483430928962,39.2598432540984,11898,1,350.775606673,15279785.4267,Lakeland,15962.7856109,LAKELAND,2,0
-76.6473481967213,39.2598432540984,11899,1,350.775606673,15279785.4267,Lakeland,15962.7856109,LAKELAND,2,0
-76.6463533005464,39.2598432540984,11900,1,350.775606673,15279785.4267,Lakeland,15962.7856109,LAKELAND,2,0
-76.6453584043716,39.2598432540984,11901,1,350.775606673,15279785.4267,Lakeland,15962.7856109,LAKELAND,2,0
-76.6443635081967,39.2598432540984,11902,1,350.775606673,15279785.4267,Lakeland,15962.7856109,LAKELAND,2,0
-76.6433686120218,39.2598432540984,11903,1,49.0026602126,2134555.87886,Mount Winans,6320.89015693,MOUNT WINANS,4,0
-76.642373715847,39.2598432540984,11904,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6413788196721,39.2598432540984,11905,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6403839234973,39.2598432540984,11906,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6393890273224,39.2598432540984,11907,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6383941311475,39.2598432540984,11908,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6373992349727,39.2598432540984,11909,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6364043387978,39.2598432540984,11910,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6354094426229,39.2598432540984,11911,1,749.569022802,32651226.6333,Cherry Hill,28581.0807665,CHERRY HILL,1,0
-76.6344145464481,39.2598432540984,11912,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6334196502732,39.2598432540984,11913,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6324247540984,39.2598432540984,11914,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6314298579235,39.2598432540984,11915,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6304349617486,39.2598432540984,11916,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6155115191257,39.2598432540984,11931,1,172.942721538,7533384.9502,Spring Garden Industrial Area,16934.675652,SPRING GARDEN INDUSTRIAL AREA,1,1
-76.6125268306011,39.2598432540984,11934,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6115319344262,39.2598432540984,11935,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6105370382514,39.2598432540984,11936,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6095421420765,39.2598432540984,11937,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6085472459016,39.2598432540984,11938,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6075523497268,39.2598432540984,11939,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6065574535519,39.2598432540984,11940,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.605562557377,39.2598432540984,11941,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.5687513989071,39.2598432540984,11978,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5677565027322,39.2598432540984,11979,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5667616065573,39.2598432540984,11980,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5647718142076,39.2598432540984,11982,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5637769180328,39.2598432540984,11983,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5627820218579,39.2598432540984,11984,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5617871256831,39.2598432540984,11985,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5597973333333,39.2598432540984,11987,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5558177486339,39.2598432540984,11991,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.554822852459,39.2598432540984,11992,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5528330601093,39.2598432540984,11994,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5518381639344,39.2598432540984,11995,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5508432677595,39.2598432540984,11996,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5498483715847,39.2598432540984,11997,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5488534754098,39.2598432540984,11998,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.547858579235,39.2598432540984,11999,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5468636830601,39.2598432540984,12000,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5458687868852,39.2598432540984,12001,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5448738907104,39.2598432540984,12002,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5438789945355,39.2598432540984,12003,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5428840983607,39.2598432540984,12004,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5418892021858,39.2598432540984,12005,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5408943060109,39.2598432540984,12006,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5398994098361,39.2598432540984,12007,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5389045136612,39.2598432540984,12008,1,361.046225603,15727173.5873,Holabird Industrial Park,32082.3003456,HOLABIRD INDUSTRIAL PARK,1,1
-76.5379096174863,39.2598432540984,12009,1,361.046225603,15727173.5873,Holabird Industrial Park,32082.3003456,HOLABIRD INDUSTRIAL PARK,1,1
-76.5349249289617,39.2598432540984,12012,1,361.046225603,15727173.5873,Holabird Industrial Park,32082.3003456,HOLABIRD INDUSTRIAL PARK,1,1
-76.5339300327869,39.2598432540984,12013,1,361.046225603,15727173.5873,Holabird Industrial Park,32082.3003456,HOLABIRD INDUSTRIAL PARK,1,1
-76.532935136612,39.2598432540984,12014,1,361.046225603,15727173.5873,Holabird Industrial Park,32082.3003456,HOLABIRD INDUSTRIAL PARK,1,1
-76.5319402404372,39.2598432540984,12015,1,36.2918487698,1580872.93241,Saint Helena,6293.11388103,SAINT HELENA,5,0
-76.5309453442623,39.2598432540984,12016,1,36.2918487698,1580872.93241,Saint Helena,6293.11388103,SAINT HELENA,5,0
-76.671225704918,39.2607995327869,12057,1,379.405391558,16526898.8563,Violetville,17886.6462017,VIOLETVILLE,2,0
-76.6702308087432,39.2607995327869,12058,1,379.405391558,16526898.8563,Violetville,17886.6462017,VIOLETVILLE,2,0
-76.6692359125683,39.2607995327869,12059,1,379.405391558,16526898.8563,Violetville,17886.6462017,VIOLETVILLE,2,0
-76.6682410163934,39.2607995327869,12060,1,379.405391558,16526898.8563,Violetville,17886.6462017,VIOLETVILLE,2,0
-76.6672461202186,39.2607995327869,12061,1,379.405391558,16526898.8563,Violetville,17886.6462017,VIOLETVILLE,2,0
-76.6662512240437,39.2607995327869,12062,1,379.405391558,16526898.8563,Violetville,17886.6462017,VIOLETVILLE,2,0
-76.6652563278689,39.2607995327869,12063,1,379.405391558,16526898.8563,Violetville,17886.6462017,VIOLETVILLE,2,0
-76.664261431694,39.2607995327869,12064,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6632665355191,39.2607995327869,12065,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6622716393443,39.2607995327869,12066,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6612767431694,39.2607995327869,12067,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6602818469945,39.2607995327869,12068,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6592869508196,39.2607995327869,12069,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6582920546448,39.2607995327869,12070,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6572971584699,39.2607995327869,12071,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6563022622951,39.2607995327869,12072,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6553073661202,39.2607995327869,12073,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6543124699454,39.2607995327869,12074,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6533175737705,39.2607995327869,12075,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6523226775956,39.2607995327869,12076,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6513277814208,39.2607995327869,12077,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6503328852459,39.2607995327869,12078,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.649337989071,39.2607995327869,12079,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6483430928962,39.2607995327869,12080,1,49.0026602126,2134555.87886,Mount Winans,6320.89015693,MOUNT WINANS,4,0
-76.6473481967213,39.2607995327869,12081,1,49.0026602126,2134555.87886,Mount Winans,6320.89015693,MOUNT WINANS,4,0
-76.6463533005464,39.2607995327869,12082,1,49.0026602126,2134555.87886,Mount Winans,6320.89015693,MOUNT WINANS,4,0
-76.6453584043716,39.2607995327869,12083,1,49.0026602126,2134555.87886,Mount Winans,6320.89015693,MOUNT WINANS,4,0
-76.6443635081967,39.2607995327869,12084,1,49.0026602126,2134555.87886,Mount Winans,6320.89015693,MOUNT WINANS,4,0
-76.6433686120218,39.2607995327869,12085,1,49.0026602126,2134555.87886,Mount Winans,6320.89015693,MOUNT WINANS,4,0
-76.642373715847,39.2607995327869,12086,1,49.0026602126,2134555.87886,Mount Winans,6320.89015693,MOUNT WINANS,4,0
-76.6413788196721,39.2607995327869,12087,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6403839234973,39.2607995327869,12088,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6393890273224,39.2607995327869,12089,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6383941311475,39.2607995327869,12090,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6373992349727,39.2607995327869,12091,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6364043387978,39.2607995327869,12092,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.635409442623,39.2607995327869,12093,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6344145464481,39.2607995327869,12094,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6334196502732,39.2607995327869,12095,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6324247540983,39.2607995327869,12096,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6314298579235,39.2607995327869,12097,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6304349617486,39.2607995327869,12098,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6165064153005,39.2607995327869,12112,1,172.942721538,7533384.9502,Spring Garden Industrial Area,16934.675652,SPRING GARDEN INDUSTRIAL AREA,1,1
-76.613521726776,39.2607995327869,12115,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6125268306011,39.2607995327869,12116,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6115319344262,39.2607995327869,12117,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6105370382514,39.2607995327869,12118,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6095421420765,39.2607995327869,12119,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6085472459016,39.2607995327869,12120,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6075523497268,39.2607995327869,12121,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.5707411912568,39.2607995327869,12158,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5697462950819,39.2607995327869,12159,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5687513989071,39.2607995327869,12160,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5677565027322,39.2607995327869,12161,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5667616065574,39.2607995327869,12162,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5657667103825,39.2607995327869,12163,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5647718142076,39.2607995327869,12164,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5637769180328,39.2607995327869,12165,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5617871256831,39.2607995327869,12167,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5597973333333,39.2607995327869,12169,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5568126448087,39.2607995327869,12172,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5558177486339,39.2607995327869,12173,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.554822852459,39.2607995327869,12174,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5538279562842,39.2607995327869,12175,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5528330601093,39.2607995327869,12176,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5518381639344,39.2607995327869,12177,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5508432677595,39.2607995327869,12178,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5498483715847,39.2607995327869,12179,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5488534754098,39.2607995327869,12180,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.547858579235,39.2607995327869,12181,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5468636830601,39.2607995327869,12182,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5458687868852,39.2607995327869,12183,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5448738907104,39.2607995327869,12184,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5438789945355,39.2607995327869,12185,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5428840983606,39.2607995327869,12186,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5418892021858,39.2607995327869,12187,1,1592.61400747,69374266.1652,Canton Industrial Area,73390.8910249,CANTON INDUSTRIAL AREA,2,1
-76.5408943060109,39.2607995327869,12188,1,361.046225603,15727173.5873,Holabird Industrial Park,32082.3003456,HOLABIRD INDUSTRIAL PARK,1,1
-76.539899409836,39.2607995327869,12189,1,361.046225603,15727173.5873,Holabird Industrial Park,32082.3003456,HOLABIRD INDUSTRIAL PARK,1,1
-76.5389045136612,39.2607995327869,12190,1,361.046225603,15727173.5873,Holabird Industrial Park,32082.3003456,HOLABIRD INDUSTRIAL PARK,1,1
-76.5359198251366,39.2607995327869,12193,1,361.046225603,15727173.5873,Holabird Industrial Park,32082.3003456,HOLABIRD INDUSTRIAL PARK,1,1
-76.5349249289617,39.2607995327869,12194,1,361.046225603,15727173.5873,Holabird Industrial Park,32082.3003456,HOLABIRD INDUSTRIAL PARK,1,1
-76.5339300327869,39.2607995327869,12195,1,361.046225603,15727173.5873,Holabird Industrial Park,32082.3003456,HOLABIRD INDUSTRIAL PARK,1,1
-76.532935136612,39.2607995327869,12196,1,361.046225603,15727173.5873,Holabird Industrial Park,32082.3003456,HOLABIRD INDUSTRIAL PARK,1,1
-76.5319402404372,39.2607995327869,12197,1,36.2918487698,1580872.93241,Saint Helena,6293.11388103,SAINT HELENA,5,0
-76.5309453442623,39.2607995327869,12198,1,36.2918487698,1580872.93241,Saint Helena,6293.11388103,SAINT HELENA,5,0
-76.6742103934426,39.2617558114754,12236,1,379.405391558,16526898.8563,Violetville,17886.6462017,VIOLETVILLE,2,0
-76.6732154972678,39.2617558114754,12237,1,379.405391558,16526898.8563,Violetville,17886.6462017,VIOLETVILLE,2,0
-76.6722206010929,39.2617558114754,12238,1,379.405391558,16526898.8563,Violetville,17886.6462017,VIOLETVILLE,2,0
-76.671225704918,39.2617558114754,12239,1,379.405391558,16526898.8563,Violetville,17886.6462017,VIOLETVILLE,2,0
-76.6702308087432,39.2617558114754,12240,1,379.405391558,16526898.8563,Violetville,17886.6462017,VIOLETVILLE,2,0
-76.6692359125683,39.2617558114754,12241,1,379.405391558,16526898.8563,Violetville,17886.6462017,VIOLETVILLE,2,0
-76.6682410163934,39.2617558114754,12242,1,379.405391558,16526898.8563,Violetville,17886.6462017,VIOLETVILLE,2,0
-76.6672461202186,39.2617558114754,12243,1,379.405391558,16526898.8563,Violetville,17886.6462017,VIOLETVILLE,2,0
-76.6662512240437,39.2617558114754,12244,1,379.405391558,16526898.8563,Violetville,17886.6462017,VIOLETVILLE,2,0
-76.6652563278688,39.2617558114754,12245,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.664261431694,39.2617558114754,12246,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6632665355191,39.2617558114754,12247,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6622716393443,39.2617558114754,12248,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6612767431694,39.2617558114754,12249,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6602818469945,39.2617558114754,12250,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6592869508196,39.2617558114754,12251,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6582920546448,39.2617558114754,12252,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6572971584699,39.2617558114754,12253,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6563022622951,39.2617558114754,12254,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6553073661202,39.2617558114754,12255,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6543124699454,39.2617558114754,12256,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6533175737705,39.2617558114754,12257,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6523226775956,39.2617558114754,12258,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6513277814208,39.2617558114754,12259,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6503328852459,39.2617558114754,12260,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.649337989071,39.2617558114754,12261,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6483430928962,39.2617558114754,12262,1,536.722117918,23379615.4565,Morrell Park,19042.1638711,MORRELL PARK,5,0
-76.6473481967213,39.2617558114754,12263,1,49.0026602126,2134555.87886,Mount Winans,6320.89015693,MOUNT WINANS,4,0
-76.6463533005464,39.2617558114754,12264,1,49.0026602126,2134555.87886,Mount Winans,6320.89015693,MOUNT WINANS,4,0
-76.6453584043716,39.2617558114754,12265,1,49.0026602126,2134555.87886,Mount Winans,6320.89015693,MOUNT WINANS,4,0
-76.6443635081967,39.2617558114754,12266,1,49.0026602126,2134555.87886,Mount Winans,6320.89015693,MOUNT WINANS,4,0
-76.6433686120218,39.2617558114754,12267,1,49.0026602126,2134555.87886,Mount Winans,6320.89015693,MOUNT WINANS,4,0
-76.642373715847,39.2617558114754,12268,1,49.0026602126,2134555.87886,Mount Winans,6320.89015693,MOUNT WINANS,4,0
-76.6413788196721,39.2617558114754,12269,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6403839234973,39.2617558114754,12270,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6393890273224,39.2617558114754,12271,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6383941311475,39.2617558114754,12272,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6373992349727,39.2617558114754,12273,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6364043387978,39.2617558114754,12274,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6354094426229,39.2617558114754,12275,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6344145464481,39.2617558114754,12276,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6334196502732,39.2617558114754,12277,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6324247540984,39.2617558114754,12278,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6314298579235,39.2617558114754,12279,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6304349617486,39.2617558114754,12280,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6294400655738,39.2617558114754,12281,1,318.552777226,13876158.976,Westport,23475.0887938,WESTPORT,3,0
-76.6175013114754,39.2617558114754,12293,1,172.942721538,7533384.9502,Spring Garden Industrial Area,16934.675652,SPRING GARDEN INDUSTRIAL AREA,1,1
-76.6165064153005,39.2617558114754,12294,1,172.942721538,7533384.9502,Spring Garden Industrial Area,16934.675652,SPRING GARDEN INDUSTRIAL AREA,1,1
-76.6155115191257,39.2617558114754,12295,1,172.942721538,7533384.9502,Spring Garden Industrial Area,16934.675652,SPRING GARDEN INDUSTRIAL AREA,1,1
-76.6145166229508,39.2617558114754,12296,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.613521726776,39.2617558114754,12297,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6125268306011,39.2617558114754,12298,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6115319344262,39.2617558114754,12299,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6105370382514,39.2617558114754,12300,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6095421420765,39.2617558114754,12301,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.6085472459016,39.2617558114754,12302,1,212.437134766,9253761.5904,Port Covington,21963.7685756,PORT COVINGTON,5,0
-76.5906391147541,39.2617558114754,12320,1,510.817365389,22251204.4363,Locust Point Industrial Area,58571.145484,LOCUST POINT INDUSTRIAL AREA,4,1
-76.5896442185792,39.2617558114754,12321,1,510.817365389,22251204.4363,Locust Point Industrial Area,58571.145484,LOCUST POINT INDUSTRIAL AREA,4,1
-76.5886493224044,39.2617558114754,12322,1,510.817365389,22251204.4363,Locust Point Industrial Area,58571.145484,LOCUST POINT INDUSTRIAL AREA,4,1
-76.5876544262295,39.2617558114754,12323,1,510.817365389,22251204.4363,Locust Point Industrial Area,58571.145484,LOCUST POINT INDUSTRIAL AREA,4,1
